1.000000e+00,-3.058331e-01,-1.126909e-01,-2.243108e-01,-1.809194e-01,-3.344168e-02,5.481696e-02,-7.113664e-02,7.481783e-02,1.626092e-01,1.511346e-02,-4.252637e-03,-2.274318e-01,-1.199922e-01,-3.055848e-01,-6.331924e-02,-6.770770e-02,-3.415557e-01,-1.129922e-01,-1.076211e-01,-1.097556e-01,6.629815e-02,-5.269436e-03
-3.058331e-01,1.000000e+00,1.343607e-01,6.236434e-02,9.711339e-02,-9.711156e-02,-1.304048e-01,9.321986e-02,1.604524e-01,-1.760432e-01,1.088468e-01,2.231357e-02,2.417079e-01,2.364502e-01,3.435062e-01,1.822191e-01,-1.536511e-01,2.481597e-01,2.084229e-01,2.138806e-01,2.486442e-01,1.089747e-01,1.804050e-02
-1.126909e-01,1.343607e-01,1.000000e+00,2.456214e-01,3.178067e-01,5.831474e-03,1.866509e-01,1.768625e-01,1.419789e-01,1.747670e-01,2.501771e-01,6.127210e-02,1.461709e-01,7.735402e-02,1.545638e-01,9.089532e-02,-7.879837e-04,2.906183e-01,1.289383e-01,1.269302e-01,7.578413e-02,-9.468314e-02,6.339311e-02
-2.243108e-01,6.236434e-02,2.456214e-01,1.000000e+00,5.466580e-01,2.708271e-02,1.467408e-01,2.186414e-01,1.574501e-01,4.522109e-01,7.281972e-02,-4.589496e-02,1.961104e-01,1.459936e-01,3.677765e-02,7.541077e-02,-4.719605e-03,2.216469e-01,4.958070e-02,8.143344e-02,-5.424747e-02,-2.480759e-02,3.410124e-02
-1.809194e-01,9.711339e-02,3.178067e-01,5.466580e-01,1.000000e+00,2.492237e-01,1.026204e-01,8.337544e-02,7.356827e-02,4.155998e-01,-5.786521e-02,1.387949e-01,3.195185e-01,9.656309e-02,2.360427e-01,8.169985e-03,-1.099099e-01,3.492643e-01,1.685915e-01,4.371549e-01,2.937108e-02,2.566813e-02,-9.131810e-02
-3.344168e-02,-9.711156e-02,5.831474e-03,2.708271e-02,2.492237e-01,1.000000e+00,4.482548e-01,-1.233973e-01,-1.039155e-01,1.089912e-01,-2.295821e-01,2.063733e-01,1.809649e-01,-1.216052e-01,-4.692627e-03,-1.441533e-01,-5.803058e-02,1.744500e-01,1.441017e-01,4.318841e-01,5.558256e-02,-8.323663e-02,-1.416357e-01
5.481696e-02,-1.304048e-01,1.866509e-01,1.467408e-01,1.026204e-01,4.482548e-01,1.000000e+00,2.185254e-01,1.172983e-01,1.347476e-01,5.636730e-02,3.350126e-02,4.185858e-03,-3.046367e-02,-1.386376e-01,3.971206e-02,-1.503735e-01,1.784923e-01,-2.695689e-02,1.538562e-01,-8.168802e-02,-9.534550e-02,9.600501e-02
-7.113664e-02,9.321986e-02,1.768625e-01,2.186414e-01,8.337544e-02,-1.233973e-01,2.185254e-01,1.000000e+00,6.130597e-01,8.942778e-02,3.204046e-01,-8.974542e-02,5.000255e-02,3.626400e-01,-6.236924e-02,4.910170e-01,-1.806295e-01,2.946789e-02,-5.078078e-02,1.172524e-01,-2.892593e-01,-4.958347e-02,4.279337e-01
7.481783e-02,1.604524e-01,1.419789e-01,1.574501e-01,7.356827e-02,-1.039155e-01,1.172983e-01,6.130597e-01,1.000000e+00,1.139618e-01,5.002253e-01,-1.540338e-01,8.536073e-02,3.357439e-01,5.122916e-02,4.514350e-01,-2.242628e-01,-4.268711e-02,1.133414e-01,1.776297e-01,-2.001054e-01,-2.523993e-02,4.711080e-01
1.626092e-01,-1.760432e-01,1.747670e-01,4.522109e-01,4.155998e-01,1.089912e-01,1.347476e-01,8.942778e-02,1.139618e-01,1.000000e+00,1.031225e-01,-1.052267e-02,7.560010e-02,-6.719264e-02,-1.770155e-01,-1.969561e-02,7.484302e-02,-5.558652e-03,-3.426118e-02,-3.126391e-02,-1.742697e-01,3.866298e-02,-1.631620e-02
1.511346e-02,1.088468e-01,2.501771e-01,7.281972e-02,-5.786521e-02,-2.295821e-01,5.636730e-02,3.204046e-01,5.002253e-01,1.031225e-01,1.000000e+00,-1.907526e-01,-1.170828e-01,1.970181e-01,-1.252530e-01,1.873318e-01,1.186502e-02,-1.397474e-01,-1.481189e-01,-8.173362e-02,-2.026384e-01,3.803278e-02,2.380601e-01
-4.252637e-03,2.231357e-02,6.127210e-02,-4.589496e-02,1.387949e-01,2.063733e-01,3.350126e-02,-8.974542e-02,-1.540338e-01,-1.052267e-02,-1.907526e-01,1.000000e+00,1.279575e-01,-7.540129e-02,-3.931460e-02,-1.310109e-01,1.148001e-01,1.956870e-01,7.033601e-02,2.227595e-01,1.182692e-01,2.764758e-02,-1.204518e-01
-2.274318e-01,2.417079e-01,1.461709e-01,1.961104e-01,3.195185e-01,1.809649e-01,4.185858e-03,5.000255e-02,8.536073e-02,7.560010e-02,-1.170828e-01,1.279575e-01,1.000000e+00,5.775454e-02,2.965795e-01,4.911598e-03,-1.039363e-01,3.025795e-01,2.474360e-01,3.285539e-01,1.652717e-01,-6.365088e-02,-2.691913e-02
-1.199922e-01,2.364502e-01,7.735402e-02,1.459936e-01,9.656309e-02,-1.216052e-01,-3.046367e-02,3.626400e-01,3.357439e-01,-6.719264e-02,1.970181e-01,-7.540129e-02,5.775454e-02,1.000000e+00,7.001134e-02,1.402393e-01,-1.484816e-01,2.730123e-02,1.279574e-01,1.747863e-01,-4.273409e-02,1.569678e-01,3.742258e-01
-3.055848e-01,3.435062e-01,1.545638e-01,3.677765e-02,2.360427e-01,-4.692627e-03,-1.386376e-01,-6.236924e-02,5.122916e-02,-1.770155e-01,-1.252530e-01,-3.931460e-02,2.965795e-01,7.001134e-02,1.000000e+00,2.469160e-01,-8.584669e-02,2.794567e-01,1.942150e-01,2.538832e-01,3.195686e-01,2.879049e-02,5.227485e-03
-6.331924e-02,1.822191e-01,9.089532e-02,7.541077e-02,8.169985e-03,-1.441533e-01,3.971206e-02,4.910170e-01,4.514350e-01,-1.969561e-02,1.873318e-01,-1.310109e-01,4.911598e-03,1.402393e-01,2.469160e-01,1.000000e+00,-4.090442e-02,6.839401e-03,-7.690242e-02,3.973906e-02,5.871721e-02,1.526597e-01,2.280252e-01
