Source	Target
AHR	ATF2
AHR	BHLHE40
AHR	CEBPB
AHR	CTCF
AHR	DBP
AHR	EGR1
AHR	FOXP1
AHR	GLI3
AHR	GLIS1
AHR	GTF2A1
AHR	GTF2I
AHR	HBP1
AHR	HES1
AHR	HLF
AHR	IKZF2
AHR	IRF2
AHR	JUN
AHR	JUND
AHR	KLF11
AHR	MAFB
AHR	MAFF
AHR	MAFG
AHR	MEF2C
AHR	MEIS2
AHR	MYC
AHR	NEUROD1
AHR	NFKB1
AHR	NFKB2
AHR	NR2F2
AHR	NR4A1
AHR	NRF1
AHR	PPARA
AHR	RELA
AHR	RFX1
AHR	RXRA
AHR	SMAD2
AHR	SP4
AHR	SREBF1
AHR	TBX18
AHR	TEF
AHR	TFDP1
AHR	TGIF1
AHR	TGIF2
AHR	USF2
AHR	YY1
AHR	ZFX
AHR	ZNF219
AHR	ZNF589
AIRE	ARID5B
AIRE	TCF3
ALX1	GTF2IRD1
ALX3	HES1
ALX4	GTF2IRD1
ALX4	HMBOX1
ALX4	IRF2
ALX4	JUN
ALX4	RB1
ALX4	TCF7
ALX4	UBP1
AR	BHLHE40
AR	CEBPD
AR	EGR1
AR	ELF5
AR	HMBOX1
AR	KLF15
AR	NFE2L1
AR	NFIB
AR	NR6A1
AR	PURA
AR	RFX1
AR	RXRB
AR	SOX4
AR	SOX9
AR	STAT5B
AR	TBX18
AR	TEF
AR	TGIF1
AR	ZNF628
ARID5B	ARNT
ARID5B	ATF1
ARID5B	ATF4
ARID5B	FOXO3
ARID5B	GATA2
ARID5B	HES1
ARID5B	HINFP
ARID5B	HMBOX1
ARID5B	JUNB
ARID5B	MAFG
ARID5B	MAX
ARID5B	MTERF
ARID5B	NFE2L1
ARID5B	NR4A1
ARID5B	NR6A1
ARID5B	OAZ1
ARID5B	SMAD7
ARID5B	TEF
ARNT	BHLHE40
ARNT	BHLHE41
ARNT	BPTF
ARNT	CTCF
ARNT	DBP
ARNT	DLX2
ARNT	EGR1
ARNT	ESRRA
ARNT	FOXP1
ARNT	GATA4
ARNT	GLI3
ARNT	GTF2A1
ARNT	GTF2I
ARNT	GZF1
ARNT	HBP1
ARNT	HES1
ARNT	HIF1A
ARNT	HINFP
ARNT	HLF
ARNT	HMGA2
ARNT	HOXA1
ARNT	IKZF2
ARNT	IRF9
ARNT	JUN
ARNT	KLF11
ARNT	KLF15
ARNT	MAFF
ARNT	MAFG
ARNT	MAX
ARNT	MEF2C
ARNT	MEIS2
ARNT	MYC
ARNT	NEUROD1
ARNT	NFATC3
ARNT	NFKB1
ARNT	NFKB2
ARNT	NR2F2
ARNT	NRF1
ARNT	PKNOX1
ARNT	PPARA
ARNT	RELB
ARNT	SMAD2
ARNT	SP4
ARNT	SREBF1
ARNT	TBX18
ARNT	TFDP1
ARNT	TOPORS
ARNT	USF2
ARNT	ZNF589
ARNT2	CTCF
ARNT2	GLI3
ARNT2	GTF2I
ARNT2	HLF
ARNT2	IKZF2
ARNT2	JUN
ARNT2	MAFF
ARNT2	MAFG
ARNT2	MEIS2
ARNT2	NEUROD1
ARNT2	NFKB1
ARNT2	NR2F2
ARNT2	SREBF1
ARNT2	TBX18
ARNT2	TFDP1
ARNT2	USF2
ARNT2	ZNF589
ATF1	ATF6
ATF1	BACH2
ATF1	BCL6
ATF1	BDP1
ATF1	CDC5L
ATF1	EGR2
ATF1	EGR3
ATF1	EGR4
ATF1	ERF
ATF1	FOSL1
ATF1	FOXP1
ATF1	GTF2A1
ATF1	HAND2
ATF1	HLF
ATF1	HOXC10
ATF1	ING4
ATF1	IRX5
ATF1	JUND
ATF1	KLF11
ATF1	KLF4
ATF1	MAFF
ATF1	MYC
ATF1	NF1
