Source	Target
AHR	ATF2
AHR	BHLHE40
AHR	BHLHE41
AHR	CEBPB
AHR	CTCF
AHR	DBP
AHR	EGR1
AHR	ELF4
AHR	FOXP1
AHR	GLIS1
AHR	GTF2A1
AHR	HBP1
AHR	HES1
AHR	HLF
AHR	HMGA2
AHR	HOXA10
AHR	HOXB7
AHR	HOXB8
AHR	HOXC8
AHR	IKZF2
AHR	IRF2
AHR	JUN
AHR	KLF11
AHR	MAFB
AHR	MAFF
AHR	MAFG
AHR	MEF2C
AHR	MEIS2
AHR	NEUROD1
AHR	NFKB1
AHR	NFKB2
AHR	NR2F2
AHR	NRF1
AHR	PARP1
AHR	PPARA
AHR	PRRX1
AHR	RELA
AHR	RFX1
AHR	RUNX1
AHR	SMAD2
AHR	SP4
AHR	SREBF1
AHR	TBX18
AHR	TEF
AHR	TFDP1
AHR	VDR
AHR	YY1
AHR	ZFX
AHR	ZNF219
AHR	ZNF263
AIRE	ARID5B
AIRE	TCF3
ALX1	EMX2
ALX3	BHLHE41
ALX3	HMGA2
ALX4	EMX2
ALX4	EPAS1
ALX4	HMBOX1
ALX4	HOXA9
ALX4	IRF2
ALX4	JUN
ALX4	RB1
ALX4	UBP1
AR	BCL6
AR	BHLHE40
AR	CEBPD
AR	GABPB1
AR	HMBOX1
AR	HOXC11
AR	KLF15
AR	NFE2L1
AR	NR6A1
AR	RXRB
AR	SMAD2
AR	TEF
AR	TGIF1
ARID5B	ATF1
ARID5B	ATF4
ARID5B	DEAF1
ARID5B	FOXD3
ARID5B	FOXO3
ARID5B	HINFP
ARID5B	HOXA6
ARID5B	HOXA7
ARID5B	HOXB6
ARID5B	HOXB7
ARID5B	HOXB8
ARID5B	MAFG
ARID5B	MAX
ARID5B	OAZ1
ARID5B	POU3F2
ARID5B	PRDM1
ARID5B	PRRX2
ARID5B	RFX1
ARID5B	SMAD7
ARID5B	TBX5
ARID5B	TEF
ARID5B	TP53
ARID5B	ZBTB7A
ARNT	BHLHE40
ARNT	BHLHE41
ARNT	BPTF
ARNT	CTCF
ARNT	DBP
ARNT	DEAF1
ARNT	DLX2
ARNT	EGR1
ARNT	ELF4
ARNT	ESRRA
ARNT	FOXD3
ARNT	FOXP1
ARNT	GTF2A1
ARNT	GZF1
ARNT	HBP1
ARNT	HES1
ARNT	HIF1A
ARNT	HINFP
ARNT	HLF
ARNT	HMGA2
ARNT	HOXA1
ARNT	HOXA10
ARNT	HOXA7
ARNT	HOXA9
ARNT	HOXB3
ARNT	HOXB4
ARNT	HOXB5
ARNT	HOXB7
ARNT	HOXB8
ARNT	HOXC8
ARNT	IKZF2
ARNT	IRF9
ARNT	JUN
ARNT	KLF15
ARNT	MAFF
ARNT	MAFG
ARNT	MAX
ARNT	MEF2C
ARNT	MEIS2
ARNT	NEUROD1
ARNT	NFATC3
ARNT	NFKB1
ARNT	NFKB2
ARNT	NR2F2
ARNT	NRF1
ARNT	PKNOX1
ARNT	PPARA
ARNT	PRRX1
ARNT	RELA
ARNT	RELB
ARNT	RUNX1
ARNT	SMAD2
ARNT	SP4
ARNT	SREBF1
ARNT	TBX18
ARNT	TFDP1
ARNT	TOPORS
ARNT	VDR
ARNT	ZIC1
ARNT	ZIC2
ARNT2	CTCF
ARNT2	ELF4
ARNT2	HLF
ARNT2	IKZF2
ARNT2	JUN
ARNT2	MAFF
ARNT2	MAFG
ARNT2	MEIS2
ARNT2	NEUROD1
ARNT2	NFKB1
ARNT2	NR2F2
ARNT2	SREBF1
ARNT2	TBX18
ARNT2	TFDP1
ARNT2	VDR
ATF1	ATF6
ATF1	BACH2
ATF1	BCL6
ATF1	BDP1
ATF1	CDC5L
ATF1	EGR2
ATF1	EGR3
ATF1	ERF
