Source	Target
AHR	ATF2
AHR	BHLHE40
AHR	CTCF
AHR	DBP
AHR	EGR1
AHR	FOXJ3
AHR	FOXP1
AHR	GTF2A1
AHR	GTF2I
AHR	HBP1
AHR	HES1
AHR	HLF
AHR	HMGA1
AHR	HOXA6
AHR	IKZF2
AHR	IRF2
AHR	JUN
AHR	MAFB
AHR	MAFF
AHR	MECOM
AHR	MEF2C
AHR	MEIS2
AHR	MYC
AHR	NEUROD1
AHR	NFKB1
AHR	NR2F2
AHR	NRF1
AHR	PARP1
AHR	RELA
AHR	RFX1
AHR	SMAD2
AHR	SP4
AHR	SREBF1
AHR	TBX18
AHR	TFDP1
AHR	TGIF1
AHR	UBP1
AHR	VDR
AHR	YY1
AHR	ZFX
AHR	ZNF219
AHR	ZNF263
AHR	ZNF589
AIRE	TCF3
ALX1	BRCA1
ALX1	E2F1
ALX1	ERG
ALX3	E2F1
ALX3	HES1
ALX3	HMGA2
ALX3	NR2F2
ALX4	HMBOX1
ALX4	IRF2
ALX4	JUN
ALX4	RB1
ALX4	UBP1
AR	BHLHE40
AR	ESR2
AR	GABPB1
AR	HMBOX1
AR	HOXB3
AR	HOXB4
AR	IRF6
AR	KLF15
AR	NFE2L1
AR	NFIB
AR	NR6A1
AR	PURA
AR	RXRB
AR	STAT1
AR	TAL1
AR	TGIF1
ARID5B	ATF1
ARID5B	ATF4
ARID5B	BARHL1
ARID5B	EGR2
ARID5B	EPAS1
ARID5B	FOSL1
ARID5B	FOXD3
ARID5B	FOXL1
ARID5B	FOXO3
ARID5B	GTF2A1
ARID5B	HES1
ARID5B	HINFP
ARID5B	HOXA7
ARID5B	HOXB6
ARID5B	HOXB7
ARID5B	HOXB8
ARID5B	HOXD1
ARID5B	MAFG
ARID5B	MAX
ARID5B	NFE2L1
ARID5B	NFIL3
ARID5B	NR6A1
ARID5B	OAZ1
ARID5B	TEF
ARID5B	ZBTB7A
ARNT	BHLHE40
ARNT	BPTF
ARNT	CTCF
ARNT	DBP
ARNT	DLX2
ARNT	EGR1
ARNT	FOXD3
ARNT	FOXP1
ARNT	GTF2A1
ARNT	GTF2I
ARNT	GZF1
ARNT	HBP1
ARNT	HES1
ARNT	HIF1A
ARNT	HINFP
ARNT	HLF
ARNT	HMGA1
ARNT	HMGA2
ARNT	HOXA1
ARNT	HOXA6
ARNT	HOXA7
ARNT	HOXA9
ARNT	HOXB3
ARNT	HOXB4
ARNT	HOXB7
ARNT	HOXB8
ARNT	IKZF2
ARNT	IRF9
ARNT	JUN
ARNT	KLF15
ARNT	MAFF
ARNT	MAX
ARNT	MECOM
ARNT	MEF2C
ARNT	MEIS2
ARNT	MYC
ARNT	NEUROD1
ARNT	NFATC3
ARNT	NFIB
ARNT	NFKB1
ARNT	NR2F2
ARNT	NRF1
ARNT	RELA
ARNT	RELB
ARNT	SMAD2
ARNT	SP4
ARNT	SREBF1
ARNT	TBX18
ARNT	TFAP4
ARNT	TFDP1
ARNT	TOPORS
ARNT	UBP1
ARNT	VDR
ARNT	ZNF589
ARNT2	CTCF
ARNT2	GTF2I
ARNT2	HLF
ARNT2	HOXA6
ARNT2	IKZF2
ARNT2	JUN
ARNT2	MAFF
ARNT2	MECOM
ARNT2	MEIS2
ARNT2	NEUROD1
ARNT2	NFKB1
ARNT2	NR2F2
ARNT2	SREBF1
ARNT2	TBX18
ARNT2	TFDP1
ARNT2	VDR
ARNT2	ZNF589
ATF1	ATF6
ATF1	BACH2
ATF1	BCL6
ATF1	BDP1
ATF1	CDC5L
ATF1	EGR2
ATF1	EGR3
ATF1	ERF
ATF1	FOSL1
ATF1	FOXD3
ATF1	FOXP1
ATF1	GTF2A1
ATF1	HLF
ATF1	HOXC10
