Source	Target
AHR	ATF2
AHR	BHLHE40
AHR	BHLHE41
AHR	CEBPG
AHR	CTCF
AHR	DBP
AHR	EGR1
AHR	FOXP1
AHR	GLI3
AHR	GLIS1
AHR	GTF2A1
AHR	GTF2I
AHR	HBP1
AHR	HES1
AHR	HIC1
AHR	HLF
AHR	IKZF2
AHR	IRF1
AHR	IRF2
AHR	JUN
AHR	JUND
AHR	KLF11
AHR	MAFB
AHR	MAFF
AHR	MAFG
AHR	MEF2C
AHR	MEIS2
AHR	MYC
AHR	NEUROD1
AHR	NFKB1
AHR	NFKB2
AHR	NR2F1
AHR	NR2F2
AHR	NRF1
AHR	PARP1
AHR	RELA
AHR	RFX1
AHR	SMAD2
AHR	SOX4
AHR	SP4
AHR	SREBF1
AHR	TBX18
AHR	TFDP1
AHR	TGIF1
AHR	USF2
AHR	VDR
AHR	YY1
AHR	ZFX
AHR	ZNF219
AHR	ZNF263
AHR	ZNF589
AIRE	ARID5B
AIRE	NR2F1
AIRE	NR3C1
AIRE	TCF3
ALX1	EMX2
ALX3	HES1
ALX3	HMGA2
ALX4	EMX2
ALX4	EPAS1
ALX4	HMBOX1
ALX4	IRF2
ALX4	JUN
ALX4	RB1
ALX4	UBP1
AR	BHLHE40
AR	CEBPD
AR	ELF5
AR	ESR2
AR	GABPB1
AR	HMBOX1
AR	JUND
AR	KLF15
AR	LMO2
AR	NFE2L1
AR	NFIB
AR	NR6A1
AR	RXRB
AR	SMAD2
AR	SOX4
AR	SOX9
AR	TBX18
AR	TEF
AR	TGIF1
AR	ZNF628
ARID5B	ARID3A
ARID5B	ARNT
ARID5B	ATF1
ARID5B	ATF4
ARID5B	BARHL1
ARID5B	FOSL1
ARID5B	FOXL1
ARID5B	FOXO3
ARID5B	GTF2A1
ARID5B	HES1
ARID5B	HINFP
ARID5B	HMBOX1
ARID5B	MAFG
ARID5B	MAX
ARID5B	NFE2L1
ARID5B	NR6A1
ARID5B	OAZ1
ARID5B	RUNX1
ARID5B	SIX4
ARID5B	TEF
ARID5B	ZBTB7B
ARID5B	ZIC1
ARID5B	ZIC2
ARNT	BHLHE40
ARNT	BHLHE41
ARNT	BPTF
ARNT	CEBPG
ARNT	CTCF
ARNT	DBP
ARNT	DLX2
ARNT	EGR1
ARNT	ESRRA
ARNT	FOXP1
ARNT	GLI3
ARNT	GTF2A1
ARNT	GTF2I
ARNT	GZF1
ARNT	HBP1
ARNT	HES1
ARNT	HIC1
ARNT	HIF1A
ARNT	HINFP
ARNT	HLF
ARNT	IKZF2
ARNT	IRF1
ARNT	IRF9
ARNT	JUN
ARNT	KLF11
ARNT	KLF15
ARNT	MAFF
ARNT	MAFG
ARNT	MAX
ARNT	MEF2C
ARNT	MEIS2
ARNT	MYC
ARNT	NEUROD1
ARNT	NFATC3
ARNT	NFIB
ARNT	NFKB1
ARNT	NFKB2
ARNT	NR2F1
ARNT	NR2F2
ARNT	NRF1
ARNT	PKNOX1
ARNT	RELB
ARNT	SMAD2
ARNT	SOX4
ARNT	SP4
ARNT	TBX18
ARNT	TFDP1
ARNT	TOPORS
ARNT	USF2
ARNT	VDR
ARNT	ZNF589
ARNT2	CTCF
ARNT2	GLI3
ARNT2	GTF2I
ARNT2	HIC1
ARNT2	HLF
ARNT2	IKZF2
ARNT2	IRF1
ARNT2	JUN
ARNT2	MAFF
ARNT2	MAFG
ARNT2	MEIS2
ARNT2	NEUROD1
ARNT2	NFKB1
ARNT2	NR2F2
ARNT2	SOX4
ARNT2	TBX18
ARNT2	TFDP1
ARNT2	VDR
ARNT2	ZNF589
ATF1	ATF6
ATF1	BACH2
ATF1	BDP1
ATF1	CDC5L
ATF1	EGR2
ATF1	EGR3
ATF1	EGR4
